tweet_links,created_at,usernames,full_text,language,reply,retweet,like,view
https://twitter.com/kulinerekstrem/status/1720455763565654224,2023-11-03 14:59:53,kulinerekstrem,"Resep Sambal Petai Ini Bisa Bikin Kamu Ketagihan

https://kulinerekstrim.com/resep-sambal-petai-yang-bisa-menambah-nafsu-makan/…

Gadis Kretek Semangka Putri Marino Boikot MKMK #LimYoonA Plat K #SalmaSalsabil",in,0,0,0,4
https://twitter.com/miaajulyanti432/status/1720455679734120904,2023-11-03 14:59:33,miaajulyanti432,Enakkkkkkkkkkk https://dooood.com/e/8i3xz296obaw,eu,0,0,0,0
https://twitter.com/taeraav95/status/1720455659316289757,2023-11-03 14:59:28,taeraav95,kak lucuu sekali taehyung semangka ,in,0,0,0,1
https://twitter.com/shoowonie/status/1720455634838331796,2023-11-03 14:59:22,shoowonie,emang boleh se satu acara gini? ,in,0,0,0,15
https://twitter.com/LALAPANREBUS/status/1720455551778435250,2023-11-03 14:59:02,LALAPANREBUS,ada yg bisa editin kucing kanan pegang semangka ga? btw ijin culiq fotonya,in,0,0,0,4
https://twitter.com/meliisaa69/status/1720455475991585048,2023-11-03 14:58:44,meliisaa69,Malam semangka mendung hujan boikot putri marino gadis kretek open vcs sosmed bisa skrg ya cek wa.0895-3462-22123 #vcs,in,0,3,5,103
https://twitter.com/hadeuparangik/status/1720455795740217459,2023-11-03 15:00:00,hadeuparangik,full semangka bro ,in,0,0,0,0
https://twitter.com/meliisaa69/status/1720455436397367804,2023-11-03 14:58:35,meliisaa69,Malam semangka mendung hujan boikot putri marino gadis kretek open vcs sosmed bisa skrg ya cek wa.0895-3462-22123 #vcs,in,0,3,5,41
https://twitter.com/shoowonie/status/1720455365278720498,2023-11-03 14:58:18,shoowonie,HWAAA!!?!?! ,und,0,0,0,21
https://twitter.com/bucbery/status/1720455354155483248,2023-11-03 14:58:15,bucbery,"Update Koleksi Jumat Malam
https://teraboxapp.com/s/1oZky1g12-g7LWUHPRp_QKg…
https://teraboxapp.com/s/1IUXU4LqCjRC3DSikV69DAA…
https://teraboxapp.com/s/1jI8xr-sz8WD0JSoIhayqdw…
https://teraboxapp.com/s/1Kmv2VL1knSJypi23Ng06YQ…
https://teraboxapp.com/s/11q6iIvyA9znbZ7YTQ8miaw…

Kakakmu Gadis Kretek MKMK Semangka
#indoviral #PemersatuBangsa #YangLagiviral",in,0,0,0,38
https://twitter.com/airulart/status/1720455337483129277,2023-11-03 14:58:11,airulart,Semangka,in,0,0,0,4
https://twitter.com/killyrid0l/status/1720455337277579366,2023-11-03 14:58:11,killyrid0l,Suporter problematik,da,0,0,0,5
https://twitter.com/putrimadania_/status/1720455335180464146,2023-11-03 14:58:11,putrimadania_,"Pemimpin muda yang menunjukkan adab luar biasa terhadap tokoh Ulama. Gibran menyambut kedatangan Habib Jindan dengan hangat.

#GibranCawapres 
 Boikot Semangka #FreePalaestine ayahbowo masgibran Cringe Dating History",in,0,0,0,47
https://twitter.com/fvckinpwetty/status/1720455334928736323,2023-11-03 14:58:11,fvckinpwetty,AYO SEMANGKA SEMANGAT KAKAK,in,0,0,0,2
