tweet_links,created_at,usernames,full_text,language,reply,retweet,like,view
https://twitter.com/drizzyrami/status/1720253852740427852,2023-11-03 01:37:33,drizzyrami,JIIIII es como la onu diciendo que no se peleen a israel y palestina,es,0,0,0,Lihat analitik postingan
https://twitter.com/antonio88036096/status/1720253850852958379,2023-11-03 01:37:33,antonio88036096,"Vamos acabar com a guerra!!!??? É simples. 
Israel desocupa todo o território Palestino que invadiu. Volta a divisão territorial de 1947. Reconhece o estado da Palestina. E, as autoridades Palestinas prendem os terroristas do Hamas. Simples assim.",pt,0,0,0,Lihat analitik postingan
https://twitter.com/TarekAbuAmal/status/1720253847564615815,2023-11-03 01:37:32,TarekAbuAmal,"Fuerzas de ocupación de #Israel irrumpen en Jenin, #Palestina ocupada.

#Gaza 03:37",es,0,0,0,Lihat analitik postingan
https://twitter.com/MiraLuzVida/status/1720253830892245269,2023-11-03 01:37:28,MiraLuzVida,"Em 25 dias Israel já matou 3648 crianças, quase 7x mais q as mortes infantis em 563d de guerra na ! Média d quase 150 infanticídios por dia! 

CRIANÇAS são alvos intencionais d !
Na Palestina ñ há guerra, há genocídio!

PARA ISRAEL INFANTICÍDIO É MÉTODO! 

#StopGenocideInGaza",pt,0,0,0,Lihat analitik postingan
https://twitter.com/Abeduh_/status/1720253817131073823,2023-11-03 01:37:25,Abeduh_,Itu jadi simbol perjuangan palestina,in,0,0,0,Lihat analitik postingan
https://twitter.com/ManuBC000/status/1720253816564568311,2023-11-03 01:37:25,ManuBC000,"cerdo malparido, somos gente limpia y sana, de uniones puras. ignorante, ojala sufras mas de lo que sufre la gente Palestina. a el infierno te vas. sin educación?? jajajaja Soy libanésa, no te metas conmigo.",es,0,0,0,Lihat analitik postingan
https://twitter.com/Jupri56024559/status/1720253806079078769,2023-11-03 01:37:22,Jupri56024559,"Sikap Indonesia tidak mengikuti Arab Saudi, melainkan mengikuti bangsa Palestina sendiri yang tidak mau normalisasi dengan Israel yang terus menerus memperluas wilayah pendudukannya dengan merebut tanah Palestina.",in,0,0,0,Lihat analitik postingan
https://twitter.com/Nafisa08994602/status/1720253800123113639,2023-11-03 01:37:21,Nafisa08994602,"Coba dilihat lagi. Pada kenyataannya di Palestina sebelum Zionist datang ke Palestina, di sana Islam, Kristen, dan Yahudi hidup dengan damai dan tentram. Emang Zionist nya aja yang pengen menguasai Palestina",in,0,0,0,Lihat analitik postingan
https://twitter.com/onedayxnii/status/1720253799791784382,2023-11-03 01:37:21,onedayxnii,"Paan si, lu masih bs ngonten jir, liat noh palestina mau makan minum aja hrus nunggu bantuan dtg",in,0,0,0,Lihat analitik postingan
https://twitter.com/nowheejin/status/1720253793411932208,2023-11-03 01:37:19,nowheejin,"No amigo, no entendiste a lo que me referia. Filistina-Palestina (modernizado) EXISTIÓ como pais. Es lo que muchos niegan. No existia cuando se creo el Estado de Israel pero si vivian los Arabes Palestinos que el Imperio Otomano dejo vivir en el territorio.",es,0,0,0,Lihat analitik postingan
https://twitter.com/buddyofbigj/status/1720253786344599995,2023-11-03 01:37:18,buddyofbigj,"Tau arti kata genosida? Km tau rakyat palestina itu pendatang dr mana? Mereka itu suku arab, pendatang dr yordania, siria, lebanon, arab ....kl istilah genosida itu pemusnahan suatu etnis/ suku, nah ini etnis arab bejibun....dul",in,0,0,0,Lihat analitik postingan
https://twitter.com/hugofreitas_r/status/1720253784234848292,2023-11-03 01:37:17,hugofreitas_r,"Muita gente supostamente ""Pró-Palestina"" por aqui só não apoia o Hamas de nome, mas chega até a fazer o marketing partidário deles como se estivesse lá na Palestina entregando panfleto, falando mal das facções rivais porque são muito entreguistas/pelegas/frouxas",pt,0,0,0,1 tayangan. Lihat analitik postingan
https://twitter.com/blackie_just/status/1720253783639249005,2023-11-03 01:37:17,blackie_just,Banderita de Palestina y chorra. Todo cierra,es,0,0,0,Lihat analitik postingan
https://twitter.com/ArturoQR4/status/1720253770569785798,2023-11-03 01:37:14,ArturoQR4,"Y las más exacerbadas feministas, son quienes defienden la forma de funcionar de la actual ""sociedad palestina"" ",es,0,0,1,Lihat analitik postingan
https://twitter.com/teteuzinho13_/status/1720253768443273644,2023-11-03 01:37:13,teteuzinho13_,Fosse contra a Palestina* escrevi errado que tô nervoso com a burrice de alguns do fandom,pt,0,0,0,Lihat analitik postingan
https://twitter.com/Carolzzzzzen/status/1720253753012482499,2023-11-03 01:37:10,Carolzzzzzen,"https://youtu.be/R-ePBh2AIHs?si=hxuUUdi2dtvrb84_…
#Israel #Palestina #antisemitismo",qme,0,0,0,Lihat analitik postingan
https://twitter.com/HarimaStark/status/1720253743189430465,2023-11-03 01:37:07,HarimaStark,"apoyo la causa palestina, y tambien estoy en contra de las falsas noticias que enturbian el movimiento, la causa y los hechos, y debo decir que es verdad que las imagenes son de un juego.  no puedo estar de acuerdo con difundir imagenes de un juego como si fueran reales.",es,0,0,0,1 tayangan. Lihat analitik postingan
https://twitter.com/gipsydangwr/status/1720253741398470722,2023-11-03 01:37:07,gipsydangwr,"old que essa vagabunda representa o que tem de pior na política brasileira e o que tem de mais burro no gênero feminino. mas essa imunda, usando IA pra retratar o que acontece na palestina e ainda citação bíblica, foi bem precisa: o estado fascista de israel trata os palestinos",pt,1,0,0,Lihat analitik postingan
https://twitter.com/Rute_Thayyy/status/1720253740853170419,2023-11-03 01:37:07,Rute_Thayyy,"A questão é que as pessoas tem um ódio mt grande dela, tipo tudo q ela fizer vão criticar, aposto que se ela tivesse se pronunciado sobre Israel ou palestina, ou até postado o link, ainda haveriam reclamações dizendo que ela quer chamar atenção",pt,0,0,0,Lihat analitik postingan
https://twitter.com/RobinsonCasta0/status/1720253735878742440,2023-11-03 01:37:06,RobinsonCasta0,"Hago un llamado a la @FIFAcom para que interceda por la paz y acabe la masacre de Israel contra Palestina, ya que se ha demostrado que siempre ha tenido más poder que la @ONU_es

@",es,0,0,0,Lihat analitik postingan
https://twitter.com/BrunoMe77014618/status/1720253735484469651,2023-11-03 01:37:05,BrunoMe77014618,o pessoal de descer com a bandeira da palestina é sacanagem né!?,pt,0,0,0,1 tayangan. Lihat analitik postingan
https://twitter.com/Arnoldocosta74/status/1720253727569784870,2023-11-03 01:37:04,Arnoldocosta74,Você apoia a causa lgbtvsbtrecord mas apoia a palestina e o hamas que executam os gays,pt,0,0,0,1 tayangan. Lihat analitik postingan
https://twitter.com/DiogoAlmeidaSi4/status/1720253727162913260,2023-11-03 01:37:03,DiogoAlmeidaSi4,"A questão da palestina vai mto além de hamas...
Mto raso essa ligação, essa associação de palestinos e hamas, tem mta gente burra q acham q é a mesma coisa.",pt,0,0,0,1 tayangan. Lihat analitik postingan
https://twitter.com/gato_del_pueblo/status/1720253694648741997,2023-11-03 01:36:56,gato_del_pueblo,"Honestamente creo que estoy de acuerdo con Moreira. Más allá de posturas políticas, lo que debe primar aquí la humanidad. El apoyo a Palestina  y el repudio a Israel  por el genocidio que está cometiendo contra niños asesinados y civiles es tener decencia.",es,0,0,0,2 tayangan. Lihat analitik postingan
https://twitter.com/ddorokking/status/1720253682078654504,2023-11-03 01:36:53,ddorokking,"di israel, korban sipil jumlahnya gak seberapa krn pejuang palestina emg cuma fokus ngalahin tentara musuh, tapi bandingin sm yg di gaza... :'((((((",in,0,0,0,5 tayangan. Lihat analitik postingan
https://twitter.com/vivianaellucero/status/1720253680123781123,2023-11-03 01:36:52,vivianaellucero,Anda ya a palestina a defenderls!,es,0,0,0,1 tayangan. Lihat analitik postingan
https://twitter.com/MarisaSegura76/status/1720253679750565926,2023-11-03 01:36:52,MarisaSegura76,"No han robado nada.
Lo adjudicado por la ONU fue el 55% del Mandato Británico de Palestina para los judíos y el resto para los árabes. Se crea el Estado de Israel y nada más salir los británicos los países árabes lo invaden. Gana la guerra y se adjudica un 23% más del territorio.",es,0,0,0,3 tayangan. Lihat analitik postingan
https://twitter.com/ucro90/status/1720253674725818551,2023-11-03 01:36:51,ucro90,Una cosa es defender la vida de los inocentes y otra cosa son ideologías que aprovechan la violencia y la guerra por afán den poder. En palestina debemos defender la vida de los niños,es,0,0,0,2 tayangan. Lihat analitik postingan
https://twitter.com/ConyLane/status/1720253667821912238,2023-11-03 01:36:49,ConyLane,Y bueno! Tú qué has hecho por el pueblo de Palestina?,es,0,0,0,1 tayangan. Lihat analitik postingan
https://twitter.com/Luis_vega_D/status/1720253662927221127,2023-11-03 01:36:48,Luis_vega_D,Entonces Palestina ataca con misiles y espera palabras de vuelta.... mmm si claro...,es,0,0,0,2 tayangan. Lihat analitik postingan
https://twitter.com/anonymous_hat2/status/1720253661480153529,2023-11-03 01:36:48,anonymous_hat2,Palestina es HAMAS . TERRORISTA ÑS,es,0,0,0,2 tayangan. Lihat analitik postingan
https://twitter.com/crystalemeraldy/status/1720253658447884367,2023-11-03 01:36:47,crystalemeraldy,Udah tiap liat berita Palestina,in,0,0,0,2 tayangan. Lihat analitik postingan
https://twitter.com/laisbuarque_/status/1720253656061095938,2023-11-03 01:36:47,laisbuarque_,passa us dados vo comprar com milhas,pt,0,0,1,3 tayangan. Lihat analitik postingan
https://twitter.com/2Casa11/status/1720253652617568421,2023-11-03 01:36:46,2Casa11,Antes da criação do Estado de Israel havia somente 3% de Judeus na Região da Palestina.,pt,0,0,0,2 tayangan. Lihat analitik postingan
https://twitter.com/aam2129/status/1720253636826026180,2023-11-03 01:36:42,aam2129,"En condicions normals la ratio de morts sempre es 10:1 Israel:Palestina… l’atac del 7 d’Oct però va fer 1400 morts, així que calculeu i aplicar un factor de correcció de mínim x2 donada la humiliació i fragilitat que va sentir Israel… de 25-30.000 morts no baixarà",ca,0,0,0,1 tayangan. Lihat analitik postingan
https://twitter.com/jostenvale/status/1720253632317169778,2023-11-03 01:36:41,jostenvale,"depois de levar hate por curtir coisa da amy schumer eh fácil né se ela fosse realmente pró palestina pois depois do plot da angelina ela postasse mais conteúdo sobre ou desse a conta pra influenciadores do assunto, como ela fez na época do blm",pt,0,0,0,5 tayangan. Lihat analitik postingan
https://twitter.com/newtempo_visual/status/1720253627061661914,2023-11-03 01:36:40,newtempo_visual,"Primeiro: Ninguém defende atos do Hamas (mas vcs defendem o terrorismo de Israel e o LADRÃO MILICIANO BOLSONARO)!

Segundo: Depois de detalhes do filme do massacre em Palestina serem contados por quem viu, alguém ainda vai ter coragem de defender Israel??",pt,0,0,0,3 tayangan. Lihat analitik postingan
https://twitter.com/Bentxi13/status/1720253626977820719,2023-11-03 01:36:40,Bentxi13,Hamás no es Palestina,es,0,0,0,1 tayangan. Lihat analitik postingan
https://twitter.com/GIGCTG/status/1720253616701817339,2023-11-03 01:36:37,GIGCTG,Tengo una pregunta para @HoyPalestina  muchos integrantes de la comunidad LBGTI+ han mostrado su apoyo a la causa Palestina.  Son ellos bien recibidos por uds y por Hamas?,es,0,0,0,Lihat analitik postingan
https://twitter.com/opeb_ufabc/status/1720253612176167138,2023-11-03 01:36:36,opeb_ufabc,"Nova newsletter do OPEB no ar, o foco é o Oriente Médio, em especial o conflito entre Israel e Palestina, confira!
Inscreva-se em http://opeb.org e receba nossas análises quinzenalmente em seu e-mail.",pt,0,0,0,2 tayangan. Lihat analitik postingan
https://twitter.com/rogeliomarin13/status/1720253610464890885,2023-11-03 01:36:36,rogeliomarin13,"#MedioOriente
#FranjadeGaza
#Jabalia
#Israel
#EstadosUnidos
#GENOCIDIO
#Nazismo
#GenocidioEnGaza
#Sionismo
El #sionismo es una ideología y un movimiento político nacionalista

#Palestina
#PalestinaResiste

El #capitalismo es el genocida más respetado del mundo #CheGuevaraVive",es,0,0,0,3 tayangan. Lihat analitik postingan
https://twitter.com/ceanzela/status/1720253607747191271,2023-11-03 01:36:35,ceanzela,"yahh, di menfes2 tolol seperti ini suka nyebar sejarah yang ngawur, tahun segitu palestina belum resmi merdeka jadi soal mata uang ya israel juga punya bahkan dari tahun kuno, koinnya disebut ""shekel lama""
bahkan hindia belanda duluan punya daripada indonesia",in,0,0,0,3 tayangan. Lihat analitik postingan
https://twitter.com/newtempo_visual/status/1720253604940980404,2023-11-03 01:36:34,newtempo_visual,"Primeiro: Ninguém defende atos do Hamas (mas vcs defendem o terrorismo de Israel e o LADRÃO MILICIANO BOLSONARO)!

Segundo: Depois de detalhes do filme do massacre em Palestina serem contados por quem viu, alguém ainda vai ter coragem de defender Israel??",pt,0,0,0,1 tayangan. Lihat analitik postingan
https://twitter.com/Nartohayon2023/status/1720253597060145245,2023-11-03 01:36:32,Nartohayon2023,"Di satu sisi mengglorifikasi kekuata teroris. Tapi di sisi lain, bilang israel jajah palestina.",in,0,0,0,1 tayangan. Lihat analitik postingan
https://twitter.com/HiDlightt/status/1720253590848344489,2023-11-03 01:36:31,HiDlightt,"Ya alloh berikan ketabahan untuk warga gaza
Dan kemerdekaan untuk rakyat Palestina",in,0,0,0,3 tayangan. Lihat analitik postingan
https://twitter.com/rereyesa/status/1720253582144868579,2023-11-03 01:36:29,rereyesa,España también es de palestina? Y luego ? Italia ? No sabía eso… ,es,0,0,0,12 tayangan. Lihat analitik postingan
https://twitter.com/Bela_AlQuds/status/1720253576864526655,2023-11-03 01:36:28,Bela_AlQuds,Insya Allah seruan Ulama hari Ahad ini tanggal 5 November di monas,in,0,0,0,2 tayangan. Lihat analitik postingan
https://twitter.com/AlexMauriciosl/status/1720253544010482103,2023-11-03 01:36:20,AlexMauriciosl,"Te faltó contar los muertos de Palestina, lo digo para ser justos al hacer el detalle de verdad.",es,0,0,0,Lihat analitik postingan
https://twitter.com/mira_weoncito/status/1720253540193484930,2023-11-03 01:36:19,mira_weoncito,La resistencia palestina está enfrentando a los sionistas que invaden Gaza. Aprende lo que es la valentía.,es,0,0,0,6 tayangan. Lihat analitik postingan
https://twitter.com/delcastillorada/status/1720253535093182923,2023-11-03 01:36:18,delcastillorada,Resiste Palestina,es,0,0,0,1 tayangan. Lihat analitik postingan
https://twitter.com/AfriansEko/status/1720253520065294634,2023-11-03 01:36:14,AfriansEko,"Menurutku sih karena topik hangat teralihkan ke hype Jelang Pemilu & perang Israel Palestina. Jadi itu membuat U17 terkesan agak ""mendem"" padahal promosi di medsos & on air lumayan gencar #IMO",in,0,0,0,1 tayangan. Lihat analitik postingan
https://twitter.com/L_O_R_E_N_A1984/status/1720253499055731171,2023-11-03 01:36:09,L_O_R_E_N_A1984,"El 30 de abril de 1922, 760 miembros recientemente disueltos de la Policía Real Irlandesa (RIC) y su División Auxiliar (Negros y Tostados) desembarcaron en Haifa, Palestina.

Llegaron allí como la Sección Británica de la Gendarmería Palestina, una fuerza de ataque y un escuadrón",es,1,0,0,4 tayangan. Lihat analitik postingan
https://twitter.com/asdrubalar/status/1720253498506297806,2023-11-03 01:36:09,asdrubalar,"Después de ver lo que pasó con Palestina acogiendo a Israel, se le quitan a cualquiera las ganas de dar posada",es,0,0,0,4 tayangan. Lihat analitik postingan
https://twitter.com/L_O_R_E_N_A1984/status/1720253496635650360,2023-11-03 01:36:09,L_O_R_E_N_A1984,Caricatura de 1922 de un negro y fuego (fuerza auxiliar de la corona británica) liderando Irlanda para Palestina; reclutado principalmente entre veteranos de la Primera Guerra Mundial para sofocar a las fuerzas irlandesas durante la Guerra de Independencia de Irlanda.,es,1,0,0,11 tayangan. Lihat analitik postingan
https://twitter.com/MartnGuevara4/status/1720253490805530909,2023-11-03 01:36:07,MartnGuevara4,"Viva palestina
Viva irán
Abajo el sionismo criminal!!",es,0,0,0,5 tayangan. Lihat analitik postingan
https://twitter.com/SolangeMariaCa7/status/1720253486896402750,2023-11-03 01:36:06,SolangeMariaCa7,"A ministra da felicidade emocionada pelos crimes cometidos por Israel contra crianças, bebês palestinos. Ons é um ser humano incrível, monstros são aqueles que não se importam com a vida do povo da Palestina .  #FreePalestine",pt,0,0,0,9 tayangan. Lihat analitik postingan
https://twitter.com/intentisons/status/1720253474359660548,2023-11-03 01:36:03,intentisons,"ele também curtiu posts pra Palestina, como ele disse nesse stories aqui ele não tá do lado de ninguém apenas das vítimas inocentes dos dois lados",pt,0,0,0,7 tayangan. Lihat analitik postingan
https://twitter.com/Gottara/status/1720253453790789821,2023-11-03 01:35:58,Gottara,"Joe Biden parará su monitoreó de Israel Palestina: Jill, pon ahí esa dizis Turca a ver qué pasa y que podemos hacer ",es,0,0,0,3 tayangan. Lihat analitik postingan
https://twitter.com/elcentinela41/status/1720253441484701953,2023-11-03 01:35:55,elcentinela41,"Israel  y Palestina  tienen más de 2 mil años matándose y les ha tocado vivir en el mismo lugar por 2 mil años, tengo una idea si mandamos a unos a vivir al Polo Norte  y a los otros al Polo Sur  a ver se se acaba ese peo",es,0,0,0,1 tayangan. Lihat analitik postingan
https://twitter.com/profesnuevos/status/1720253436464099619,2023-11-03 01:35:54,profesnuevos,#FreePalestineFromZionist resiste a Palestina,es,0,0,0,4 tayangan. Lihat analitik postingan
https://twitter.com/rkivehn/status/1720253433654194375,2023-11-03 01:35:54,rkivehn,"vandalisme kantor kedubes Palestina pake pilox merah, orang lagi ikut march Palestina di tampar, anak kecil muslim di tusuk 26 kali, ibu2 berhijab duduk di taman di bunuh,

terus yg nyopotin poster propaganda doang di cap antisemitisme dan langsung di halaman terdepan NY post?",in,0,0,0,14 tayangan. Lihat analitik postingan
